# z-component of the Electric Field profile
# Average over        100 steps
# z (au)              total           A               Im1             Im2             Im3             C1              C2              P         
   53.7694260593   -0.0002579111   -0.0019510082    0.0000000000    0.0000000000    0.0000000000   -0.0001922547    0.0000000000    0.0000000000
   54.3324566986    0.0009922040    0.0000000000    0.0000000000    0.0026835811    0.0000000000    0.0009499196    0.0000000000    0.0000000000
   54.8954873380    0.0007362193   -0.0050180314    0.0000000000   -0.0000872281    0.0000000000    0.0008320349    0.0000000000    0.0000000000
   55.4585179774    0.0003214848   -0.0044955303    0.0005433502   -0.0027678164    0.0036664830    0.0006167480    0.0000000000    0.0000000000
   56.0215486167    0.0005095406   -0.0032306654    0.0023159025    0.0010635571    0.0035368406    0.0004722674    0.0000000000    0.0000000000
   56.5845792561    0.0012515600    0.0000000000    0.0022407822    0.0033200147    0.0000000000    0.0010985174    0.0000000000    0.0000000000
   57.1476098955    0.0001085363    0.0000000000    0.0005368762    0.0050558237    0.0004311973    0.0000658719    0.0000000000    0.0000000000
   57.7106405348    0.0008699874    0.0010622187    0.0001250440    0.0022886746    0.0000190768    0.0008183865    0.0000000000    0.0000000000
   58.2736711742   -0.0000984007    0.0003794901    0.0000000000   -0.0028497031   -0.0097310971    0.0001225070    0.0000000000    0.0000000000
   58.8367018135   -0.0001223770    0.0000000000    0.0000000000   -0.0036041141   -0.0087473919    0.0000728604    0.0000000000    0.0000000000
   59.3997324529    0.0006129312   -0.0028620139   -0.0017741206    0.0000000000   -0.0011990569    0.0010242296    0.0000000000    0.0000000000
   59.9627630923    0.0009641299   -0.0011672646    0.0000000000    0.0000000000    0.0010972572    0.0010198745    0.0000000000    0.0000000000
   60.5257937316    0.0005970802   -0.0001207331    0.0000000000   -0.0054054338    0.0076427668    0.0006262031    0.0000000000    0.0000000000
   61.0888243710    0.0007973348   -0.0007103458    0.0031134147   -0.0031528156    0.0021385321    0.0008514981    0.0000000000    0.0000000000
   61.6518550104    0.0004397180   -0.0003914285    0.0027703284    0.0026309011    0.0026608970    0.0001630948    0.0000000000    0.0000000000
   62.2148856497    0.0007013292   -0.0018308641    0.0000000000    0.0000000000   -0.0020232288    0.0009065835    0.0000000000    0.0000000000
